id,source,title,publication_date,section,page,length,byline,ent_countries,ent_places,ent_places_fr,ent_places_nl,ent_places_uk,n_entities,n_sentences,n_stopwords,n_tokens,n_unique_entities,n_words,pos_adj,pos_adp,pos_adv,pos_conj,pos_det,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_space,pos_verb,pos_x,unique_ent_countries,unique_ent_places,unique_ent_places_fr,unique_ent_places_nl,unique_ent_places_uk
volks_0139,Volkskrant,Normaal,2017-03-15,v didu,24,431,AAF BRANDT CORSTIUS,,,,,,,51,273,583,0,310,36,31,66,49,14,69,8,88,8,102,9,93,10,,,,,
volks_0141,Volkskrant,"Beleid afgestraft, maar toch blijft Rutte aan zet",2017-03-16,ten eerste,2,681,RAOUL DU PRÉ,3,,,,,3,45,315,727,2,412,57,84,49,42,70,167,18,42,8,74,10,97,9,2,,,,
volks_0142,Volkskrant,Gidsland,2017-03-16,ten eerste,2,587,BERT WAGENDORP,6,1,,1,,8,37,317,661,4,344,37,78,47,32,84,145,8,39,11,73,8,88,11,2,1,,1,
volks_0143,Volkskrant,Klinkklare nederlaag PVV,2017-03-16,ten eerste,4,633,REMCO MEIJER,3,,,9,,12,38,337,745,9,408,26,83,71,34,56,159,35,54,23,106,10,84,4,2,,,7,
volks_0144,Volkskrant,Natte vinger,2017-03-16,v opening,15,462,JEAN-PIERRE GEELEN,1,,,,,1,35,208,528,1,320,38,53,31,21,50,108,1,36,14,99,7,65,5,1,,,,
volks_0145,Volkskrant,Europese dijk houdt nog goed stand,2017-03-17,ten eerste,12,801,ARIE ELSHOUT,18,1,,,,19,48,365,872,7,507,65,94,44,37,112,197,8,46,25,101,15,119,9,6,1,,,
volks_0146,Volkskrant,Kozen kiezers niet juist massaal voor het PvdA-beleid?,2017-03-17,economie,28,494,PETER DE WAARD,8,,,,,8,30,243,532,6,289,30,61,28,26,69,131,13,17,8,59,10,76,4,6,,,,
volks_0147,Volkskrant,Inhoud,2017-03-18,sir edmund,3,205,,,,,,,,19,53,242,0,189,12,12,3,5,11,46,33,9,40,8,49,13,1,,,,,
volks_0148,Volkskrant,"Geen spektakel, maar wel opluchting",2017-03-18,opinie en debat,24,1708,,7,2,,,,9,154,857,1974,5,1117,153,150,164,105,153,381,22,170,42,261,58,304,11,3,2,,,
volks_0149,Volkskrant,Hoezo houdt Rutte de populisten eronder?,2017-03-18,opinie en debat,26,1087,DE OMBUDSVROUW,2,,,1,,3,79,554,1280,2,726,68,96,107,73,128,249,15,89,10,224,15,199,7,1,,,1,
volks_0150,Volkskrant,So posh,2017-03-18,sir edmund,62,2207,PATRICK VAN IJZENDOORN,3,7,,1,4,15,176,1113,2633,8,1520,170,267,139,93,241,538,47,241,102,391,42,346,16,3,2,,1,2
volks_0151,Volkskrant,Brexit-slachtoffer Osborne vindt zijn draai wel - voor de zesde keer,2017-03-20,ten eerste,2,370,PATRICK VAN IJZENDOORN,1,,,,1,2,18,146,387,2,241,21,50,10,14,37,98,6,22,17,49,8,51,4,1,,,,1
volks_0152,Volkskrant,Afscheid van het paradijs,2017-03-20,opinie en debat,19,748,RENÉ CUPERUS,11,,,8,,19,44,290,769,8,479,74,90,35,31,67,191,14,44,24,111,11,75,2,5,,,3,
volks_0153,Volkskrant,Brexit kan beginnen,2017-03-21,ten eerste,1,88,,,,,,1,1,5,36,94,1,58,6,10,1,5,8,24,8,4,1,11,2,13,1,,,,,1
volks_0154,Volkskrant,Geheim stuk over scheiding zit al in zes EU-tassen,2017-03-21,ten eerste,10,1142,MARC PEEPERKORN,11,5,,2,6,24,65,459,1226,4,767,86,116,61,42,142,292,28,61,23,172,19,170,14,1,1,,1,1
volks_0155,Volkskrant,May stuurt brief over Brexit volgende week,2017-03-21,ten eerste,10,585,PATRICK VAN IJZENDOORN,5,1,,,1,7,33,275,618,6,343,36,74,36,25,71,142,14,31,15,62,8,93,11,4,1,,,1
volks_0156,Volkskrant,Zo kan de EU Groot-Brittannië op de knieën dwingen,2017-03-22,v didu,20,245,"STEPHAN TER BORG, JOP EIKELBOOM",1,,,,1,2,19,106,271,2,165,17,25,15,17,25,57,2,15,13,33,14,36,2,1,,,,1
volks_0157,Volkskrant,Hoe Nederland (alweer) de wereld redde,2017-03-22,opinie en debat,24,753,ARNOUT BROUWERS IS OPINIEREDACTEUR VAN DE VOLKSKRANT.,3,,,,,3,49,363,849,3,486,79,73,69,51,73,163,10,81,7,124,13,99,7,3,,,,
volks_0158,Volkskrant,"Het lag echt aan onze politici, niet aan Brussel",2017-03-22,opinie en debat,25,715,BASTIAAN RIJPKEMA IS RECHTSFILOSOOF EN UNIVERSITAIR DOCENT AAN DE UNIVERSITEIT LEIDEN.,3,4,,,,7,51,373,818,5,445,59,80,78,27,109,169,10,51,12,102,14,105,2,3,2,,,
volks_0159,Volkskrant,Wielerpoëzie in boekvorm,2017-03-23,v opening,2,622,BART JUNGMANN,1,,,1,,2,77,332,809,2,477,23,86,58,34,57,170,17,61,35,140,32,91,5,1,,,1,
volks_0160,Volkskrant,"Een auto en een mes, nu bij Westminster",2017-03-23,ten eerste,2,998,PATRICK VAN IJZENDOORN,1,5,,,8,14,75,481,1163,8,682,55,145,55,34,124,270,21,80,39,153,22,153,12,1,4,,,3
volks_0161,Volkskrant,[Michel Barnier hoofdonderhandelaar Brexit namens d...]*,2017-03-23,ten eerste,4,53,,,,,,,,3,18,48,0,30,1,5,3,1,6,16,,4,2,4,1,5,,,,,,
volks_0162,Volkskrant,Normaal. Doen.,2017-03-24,v opening,4,1613,DOOR MEREL BEM,2,1,,,2,5,90,765,1852,3,1087,112,180,131,85,161,371,44,166,56,260,31,237,18,1,1,,,1
volks_0163,Volkskrant,De nieuwe franc kan Le Pens grootste vriend worden,2017-03-24,ten eerste,8,1676,PETER GIESEN,28,5,,,,33,120,795,1933,15,1138,113,197,116,83,196,421,69,118,43,268,30,275,4,12,3,,,
volks_0164,Volkskrant,Nederland schond de internationale rechtsorde,2017-03-24,opinie en debat,22,783,"GEERT-JAN ALEXANDER KNOOPS, TOM ZWART",6,2,,2,,10,38,381,790,8,409,55,103,56,48,83,187,5,47,22,53,17,106,8,4,2,,2,
volks_0165,Volkskrant,Feest van 6o jaar Rome is dansen op de vulkaan,2017-03-24,opinie en debat,23,696,ADRIAAN SCHOUT,12,3,,,,15,35,349,754,7,405,57,73,65,60,77,162,8,36,6,74,17,117,2,6,1,,,
volks_0166,Volkskrant,60 jaar drank & vrouwen,2017-03-25,opinie en debat,23,936,MARTIN SOMMER,10,6,,,,16,80,479,1053,7,574,68,105,77,57,119,237,15,70,14,108,14,157,12,5,2,,,
volks_0167,Volkskrant,Europa's overleven staat op het spel,2017-03-25,opinie en debat,24,1713,LUUK VAN MIDDELAAR,1,15,,1,,17,95,826,1864,6,1038,120,229,104,107,206,422,30,132,32,209,30,221,22,1,4,,1,
volks_0168,Volkskrant,"Hernieuwd geloof, maar weinig ambitie",2017-03-27,ten eerste,10,813,MARC PEEPERKORN,6,10,,,,16,56,405,942,10,537,59,106,54,34,105,217,20,59,20,137,14,111,6,6,4,,,
volks_0169,Volkskrant,"De Brexit is binnen, dus UKIP's enige Kamerlid neemt de benen",2017-03-27,ten eerste,14,357,PATRICK VAN IJZENDOORN,,,,,,,22,154,377,0,223,23,40,30,22,37,90,3,16,16,42,4,53,1,,,,,
volks_0170,Volkskrant,Soeverein in al zijn vezels,2017-03-28,ten eerste,12,1730,JAAP STAM,5,2,1,10,,18,134,881,2030,10,1149,131,194,120,79,170,406,40,183,53,306,42,293,13,4,2,1,3,
volks_0171,Volkskrant,Boston krijgt zijn zin,2017-03-29,ten eerste,1,23,,,1,,,,1,2,6,20,1,14,4,2,,,3,6,,,,3,,2,,,1,,,
volks_0172,Volkskrant,Begin van twee jaar onderhandelen over pijnlijke scheiding,2017-03-29,ten eerste,10,866,MARC PEEPERKORN,9,5,,,8,22,50,381,958,5,577,69,102,48,38,107,224,26,46,12,132,14,123,17,3,1,,,1
volks_0173,Volkskrant,Bostons schreeuw om aandacht is gehoord,2017-03-29,ten eerste,10,1028,PATRICK VAN IJZENDOORN,4,12,,,2,18,66,542,1243,6,701,75,127,80,52,125,263,35,84,17,199,12,167,7,3,1,,,2
volks_0174,Volkskrant,Schots referendum tart May,2017-03-29,ten eerste,11,424,PATRICK VAN IJZENDOORN,2,2,,,,4,20,192,435,3,243,23,54,22,21,43,108,16,28,6,39,4,68,3,2,1,,,
volks_0175,Volkskrant,Kibbelend op weg naar de uitgang,2017-03-30,ten eerste,4,810,PATRICK VAN IJZENDOORN,1,3,,,1,5,62,392,954,3,562,68,119,42,26,106,212,11,59,26,142,18,120,5,1,1,,,1
volks_0176,Volkskrant,Wat als de Britten zich toch bedenken?,2017-03-30,ten eerste,4,377,BERT LANTING,9,,,,3,12,28,208,444,8,236,18,37,39,29,38,86,8,35,4,64,4,80,2,7,,,,1
volks_0177,Volkskrant,De Brexit in het kort,2017-03-30,ten eerste,5,396,,5,3,,,,8,31,183,467,3,284,23,59,30,11,43,111,17,22,15,72,14,48,2,2,1,,,
volks_0178,Volkskrant,"Een beetje drama mag, maar wel gecontroleerd",2017-03-30,ten eerste,6,803,MARC PEEPERKORN,13,3,,,3,19,52,361,871,10,510,51,104,51,46,96,204,19,44,9,116,14,110,7,8,1,,,1
volks_0179,Volkskrant,De straatvechter die de Britten naar de uitgang moet leiden,2017-03-30,ten eerste,7,858,PATRICK VAN IJZENDOORN,,3,,,2,5,51,436,979,5,543,46,114,43,45,96,227,17,93,30,118,12,133,5,,3,,,2
volks_0180,Volkskrant,Koenders: breuk is definitief,2017-03-30,ten eerste,7,100,,4,1,,,,5,5,48,104,4,56,6,12,6,6,13,27,4,5,2,10,,10,3,3,1,,,
volks_0181,Volkskrant,Brexit,2017-03-30,opinie en debat,23,370,BERT LANTING,7,1,,,,8,22,195,417,3,222,25,47,25,24,54,90,6,23,7,44,6,61,5,2,1,,,
volks_0182,Volkskrant,Brexit & Artikel 50,2017-03-30,opinie en debat,25,632,BJÖRN FINKE,20,,,,1,21,41,325,726,7,401,50,59,32,42,79,153,12,43,21,98,14,118,5,6,,,,1
volks_0183,Volkskrant,Machteloos tegenover Poetins desinformatie,2017-03-31,ten eerste,8,1955,ARIE ELSHOUT,23,11,,,,34,134,915,2127,15,1212,118,223,127,120,222,500,35,119,40,263,36,318,6,8,7,,,
volks_0184,Volkskrant,Lloyd's of Londen naar Brussel,2017-03-31,economie,28,223,,,5,,1,1,7,12,101,242,5,141,12,28,15,14,29,57,7,14,3,27,2,34,,,3,,1,1
volks_0185,Volkskrant,Brits zijn is iets breekbaars,2017-04-01,vonk,2,2565,PATRICK VAN IJZENDOORN,39,2,,,5,46,177,1323,2972,23,1649,159,346,158,129,289,674,44,284,50,398,37,381,23,17,2,,,4
volks_0186,Volkskrant,Eurofiel Schotland wil nieuw referendum,2017-04-01,ten eerste,7,157,ANP,4,1,,,,5,8,68,157,3,89,12,26,4,4,25,42,5,4,6,13,,16,,2,1,,,
volks_0187,Volkskrant,"Brexitonderhandelingen: geen oorlog, geen vrede",2017-04-01,ten eerste,11,611,MARC PEEPERKORN,15,,,,2,17,33,270,666,7,396,40,63,36,31,85,168,11,29,10,85,13,91,4,6,,,,1
volks_0188,Volkskrant,De Brits-Pakistaanse auteur Mohsin Hamid heeft een overtuigende en doorvoelde roman over migratie geleverd.,2017-04-01,sir edmund,21,682,HANS BOUMAN,5,3,,,2,10,39,287,734,9,447,59,89,37,37,61,171,11,49,23,83,17,91,6,5,3,,,1
volks_0189,Volkskrant,A Lord Supreme,2017-04-01,sir edmund,62,2402,PATRICK VAN IJZENDOORN,5,7,,1,8,21,184,1245,2830,15,1585,206,280,154,134,258,554,75,272,68,366,44,389,30,5,6,,1,3
volks_0190,Volkskrant,Gibraltar zou Britten desnoods een oorlog tegen Europa waard zijn,2017-04-03,ten eerste,2,374,PATRICK VAN IJZENDOORN,15,4,,2,,21,18,149,396,7,247,29,53,11,17,42,97,6,11,12,51,6,56,5,4,2,,1,
volks_0191,Volkskrant,Ten strijde,2017-04-03,ten eerste,2,529,SHEILA SITALSING,15,,,1,,16,25,255,586,6,331,44,65,52,31,53,114,17,35,20,62,10,74,9,5,,,1,
volks_0192,Volkskrant,De Europalessen van Brexit,2017-04-03,opinie en debat,19,748,RENÉ CUPERUS,19,2,,,,21,49,345,799,10,454,71,86,61,42,68,162,12,44,16,103,9,112,13,8,2,,,
volks_0193,Volkskrant,Ook nog een rots tussen Britten en EU,2017-04-04,ten eerste,14,576,MARC PEEPERKORN,20,4,,,4,28,31,256,614,9,358,51,64,57,37,59,147,11,25,2,69,9,76,7,6,2,,,1
volks_0194,Volkskrant,Gibraltar,2017-04-04,opinie en debat,21,141,BART DIRKS,4,,,,,4,11,63,169,3,106,12,13,15,7,21,36,3,5,5,29,3,20,,3,,,,
volks_0195,Volkskrant,We zijn te drammerig over Turkije,2017-04-04,opinie en debat,22,851,DIRK-JAN VAN BAAR,15,3,,4,,22,41,410,924,8,514,61,115,80,48,65,201,21,74,16,109,13,115,6,3,3,,2,
volks_0196,Volkskrant,Engeland zat ooit echt aan Europa vast,2017-04-05,ten eerste,16,680,DOOR MAARTEN KEULEMANS,5,2,,1,4,12,37,326,755,8,429,53,74,77,23,82,155,14,49,9,101,10,105,3,5,1,,1,1
volks_0197,Volkskrant,Kan de productiviteit worden verhoogd?,2017-04-05,economie,29,498,PETER DE WAARD,4,,,,,4,33,253,525,3,272,22,51,49,38,54,112,15,23,6,54,6,89,6,3,,,,
volks_0198,Volkskrant,Unilever kiest: 'Brexit' of 'Nexit',2017-04-08,ten eerste,14,772,KOEN HAEGENS,13,,,5,4,22,61,345,835,6,490,65,97,57,24,83,181,18,44,26,109,15,110,6,2,,,3,1
volks_0199,Volkskrant,Formeren in Nederland,2017-04-08,opinie en debat,23,880,MARTIN SOMMER,4,,,,,4,68,458,977,3,519,66,101,101,47,88,195,14,77,17,127,12,125,7,3,,,,
volks_0200,Volkskrant,"Donald Trump, de Grote Opschudder",2017-04-08,opinie en debat,24,1725,ARIE ELSHOUT,11,6,,,,17,122,830,1897,12,1067,126,200,129,94,165,398,29,178,32,237,25,268,16,6,6,,,
volks_0202,Volkskrant,Trump miste de kans Xi los te weken van Poetin,2017-04-11,opinie en debat,23,763,HELEEN MEES,25,4,,,,29,39,361,836,8,475,51,124,40,36,84,203,11,45,25,69,13,120,15,4,4,,,
volks_0203,Volkskrant,Opgehoepeld met die Engelsen,2017-04-12,opinie en debat,24,784,MAX PAM,12,1,,,1,14,54,432,888,9,456,73,78,66,57,63,157,8,110,15,95,16,144,6,7,1,,,1
volks_0205,Volkskrant,Theresa May,2017-04-19,ten eerste,2,563,,1,1,,,1,3,34,299,628,3,329,46,69,61,32,52,117,7,60,2,70,7,100,5,1,1,,,1
volks_0206,Volkskrant,May verrast met snelle verkiezingen,2017-04-19,ten eerste,4,743,PATRICK VAN IJZENDOORN,2,1,,,2,5,43,366,857,4,491,56,92,42,45,78,187,27,58,21,105,13,123,10,2,1,,,1
volks_0207,Volkskrant,Alles schokt en scheurt in Eurassic Park,2017-04-19,ten eerste,4,808,ARIE ELSHOUT,11,1,,,,12,63,381,876,9,495,64,88,65,35,108,202,15,43,13,107,12,120,4,8,1,,,
volks_0208,Volkskrant,Vaandeldrager van het verzet tegen de harde Brexit,2017-04-19,ten eerste,5,546,PATRICK VAN IJZENDOORN,1,,,,2,3,27,254,597,3,343,44,72,22,27,72,140,6,42,22,66,10,72,2,1,,,,2
volks_0209,Volkskrant,Verkiezingen,2017-04-19,opinie en debat,21,362,ARNOUT BROUWERS,,,,,,,20,174,379,0,205,34,39,27,22,41,79,7,27,6,39,5,50,3,,,,,
volks_0210,Volkskrant,May wil ziet geen heil in tv-debatten en voert campagne van deur tot deur,2017-04-20,ten eerste,5,498,PATRICK VAN IJZENDOORN,,2,,,1,3,25,221,528,2,307,35,75,25,24,46,132,11,27,15,51,6,70,11,,1,,,1
volks_0211,Volkskrant,Brussel: geen genade voor Groot-Brittannië,2017-04-21,ten eerste,7,514,MARC PEEPERKORN,6,1,,1,9,17,23,212,536,6,324,34,67,23,21,60,131,16,21,4,68,10,73,8,3,1,,1,1
volks_0212,Volkskrant,Les élections,2017-04-22,ten eerste,3,706,BERT WAGENDORP,6,,,,,6,36,410,799,3,389,49,69,76,49,64,147,10,99,8,77,12,136,3,3,,,,
volks_0213,Volkskrant,Franse rebellen tegen het systeem,2017-04-22,opinie en debat,5,912,MARTIN SOMMER,7,,,,,7,72,424,987,3,563,78,88,89,49,86,225,15,73,24,111,14,132,3,3,,,,
volks_0214,Volkskrant,Waarom zijn de verkiezingen in Frankrijk zo belangrijk voor Europa en Nederland?,2017-04-22,opinie en debat,8,768,LAURA DE JONG,19,1,,,,20,48,386,872,6,486,59,87,66,41,91,192,12,48,25,108,18,119,6,5,1,,,
volks_0215,Volkskrant,De waarschuwing van Houellebecq,2017-04-22,sir edmund,18,1355,MARTIN DE HAAN,10,,,1,,11,58,613,1482,2,869,154,137,133,72,135,284,33,80,52,195,21,166,20,1,,,1,
volks_0216,Volkskrant,Medialogica,2017-04-22,kunst,18,839,JEAN-PIERRE GEELEN,,,,,,,60,433,946,0,513,66,99,64,47,102,193,19,75,12,129,13,120,7,,,,,
volks_0217,Volkskrant,Macron heeft de troefkaart,2017-04-24,ten eerste,5,792,PETER GIESEN,4,,,,,4,53,334,852,1,518,51,93,40,29,85,207,47,40,33,92,15,115,5,1,,,,
volks_0218,Volkskrant,VOETNOOT eUROPA,2017-04-25,ten eerste,1,168,,3,,,,,3,8,70,181,3,111,14,18,7,12,15,42,2,11,10,26,3,20,1,3,,,,
volks_0219,Volkskrant,"Prachtig resultaat, toch een tegenvaller",2017-04-25,ten eerste,6,602,DOOR PETER GIESEN,3,,,,,3,44,281,690,1,409,36,82,45,27,76,154,42,26,26,74,17,78,7,1,,,,
volks_0220,Volkskrant,[Het kan slecht nieuws betekenen voor de regering v...]*,2017-04-25,opinie en debat,23,174,NICOLA SLAWSON,4,,,,,4,8,90,193,3,103,9,27,3,11,23,42,5,13,6,22,3,29,,3,,,,
volks_0221,Volkskrant,Maakt Macron Frankrijk (weer) haantje de voorste?,2017-04-26,opinie en debat,25,753,DERK JAN EPPINK,16,7,,,1,24,66,284,776,7,492,77,79,30,31,77,185,17,38,16,99,9,105,13,3,3,,,1
volks_0222,Volkskrant,Boris Johnson zal 8 juni niet overleven,2017-04-27,opinie en debat,24,513,,3,,,,1,4,34,266,566,4,300,28,69,33,33,45,126,8,54,20,56,5,85,4,3,,,,1
volks_0223,Volkskrant,Viktor,2017-04-28,ten eerste,2,608,,18,5,,,,23,26,273,633,10,360,41,85,40,30,72,169,2,28,9,73,9,66,9,9,1,,,
volks_0224,Volkskrant,Brexit kan eind maken aan reizend circus naar Straatsburg,2017-04-28,ten eerste,6,547,ARIE ELSHOUT,4,12,,,2,18,34,283,619,6,336,25,79,46,33,70,135,20,27,9,67,9,89,10,2,3,,,1
volks_0225,Volkskrant,Mijn vader stemt Le Pen,2017-04-29,zaterdag,6,1905,JULIEN ALTHUISIUS,38,2,,,1,41,147,1037,2239,9,1202,127,201,184,131,160,435,25,255,56,315,30,312,8,6,2,,,1
volks_0226,Volkskrant,Risico's nemen toe,2017-04-29,economie,17,101,,,,,,,,9,36,104,0,68,10,9,7,5,11,23,1,5,7,15,,10,1,,,,,
volks_0227,Volkskrant,EU-leiders eens: geen gratis Brexit,2017-05-01,ten eerste,4,827,MARC PEEPERKORN,12,5,,,7,24,50,382,984,7,602,70,96,60,40,102,255,20,47,9,155,14,111,5,5,1,,,1
volks_0228,Volkskrant,"May laconiek over eisen EU, critici hekelen haar 'getalm'",2017-05-01,ten eerste,5,491,PATRICK VAN IJZENDOORN,4,5,,,1,10,23,228,531,5,303,32,76,24,30,53,119,6,27,17,55,8,78,6,3,1,,,1
volks_0229,Volkskrant,Eurogezinde Tony Blair gaat zich met Britse campagne bemoeien,2017-05-02,ten eerste,2,450,PATRICK VAN IJZENDOORN,2,1,,,,3,26,227,508,3,281,28,67,30,23,49,113,4,34,25,49,8,72,6,2,1,,,
volks_0230,Volkskrant,"Le Pens partij riekt, maar ze heeft gelijk",2017-05-02,opinie en debat,22,524,ROSS DOUTHAT,7,1,,,,8,33,246,557,4,311,44,53,28,36,48,138,4,45,18,60,9,73,1,3,1,,,
volks_0232,Volkskrant,Scheiding,2017-05-03,ten eerste,1,152,ARNON GRUNBERG,,,,,,,7,85,167,0,82,8,18,14,5,26,38,,9,4,15,3,27,,,,,,
volks_0233,Volkskrant,Nog meer narigheid voor City,2017-05-03,economie,31,349,,3,1,,1,3,8,19,165,359,6,194,22,49,19,15,48,87,6,18,4,34,4,47,6,3,1,,1,1
volks_0234,Volkskrant,De messen worden geslepen,2017-05-04,ten eerste,9,762,PATRICK VAN IJZENDOORN,1,3,,,2,6,44,361,809,4,448,57,86,52,39,78,178,8,57,26,86,7,125,10,1,2,,,1
volks_0235,Volkskrant,Weer dreigt een Amerikaanse zakenbank met exit uit de City,2017-05-04,economie,31,332,,3,3,,5,5,16,14,141,331,7,190,31,47,11,14,35,83,5,21,13,29,4,34,4,3,2,,1,1
volks_0236,Volkskrant,Philip (95) gaat het rustig aan doen,2017-05-05,ten eerste,3,761,DOOR PATRICK VAN IJZENDOORN,,1,,,2,3,52,387,904,3,517,48,93,48,35,94,193,25,71,24,126,21,116,10,,1,,,2
volks_0237,Volkskrant,Wordt Groot-Brittannië opnieuw Derde Wereld-land?,2017-05-05,economie,28,494,PETER DE WAARD,5,,,,2,7,23,246,540,4,294,41,63,45,29,61,111,9,29,20,52,10,68,2,3,,,,1
volks_0238,Volkskrant,"Verweesd links twijfelt tussen Le Pen, Macron en thuisblijven",2017-05-06,ten eerste,6,1203,PETER GIESEN,11,2,,,,13,101,596,1431,7,835,95,129,101,62,135,293,43,94,31,212,22,211,3,6,1,,,
volks_0239,Volkskrant,Hoe de Britse kosmopoliet zijn hand overspeelde,2017-05-06,opinie zaterdag,6,2432,PATRICK VAN IJZENDOORN,5,,,,11,16,132,1128,2621,10,1493,184,286,161,127,249,559,39,217,57,345,26,348,23,5,,,,5
volks_0240,Volkskrant,Lokale kiesstrijd opsteker voor May,2017-05-06,ten eerste,9,661,PATRICK VAN IJZENDOORN,5,,,,9,14,38,299,713,12,414,48,80,31,40,82,185,10,34,12,87,12,85,7,3,,,,9
volks_0241,Volkskrant,Plannen voor de smerigste straat,2017-05-06,zaterdag,9,545,PATRICK VAN IJZENDOORN,1,1,,,8,10,36,252,586,4,334,36,66,44,27,57,129,14,40,12,63,8,84,6,1,1,,,2
volks_0242,Volkskrant,'Je moet dapper leven',2017-05-06,magazine interview,12,3623,CAROLINA LO GALBO,12,3,,16,,31,334,2008,4267,12,2259,236,389,337,209,290,775,67,544,39,576,83,700,22,4,2,,6,
volks_0243,Volkskrant,Frankrijk kiest voor pro-Europese koers,2017-05-08,ten eerste,1,786,PETER GIESEN,2,,,,,2,47,344,855,2,511,55,111,44,31,92,191,42,42,30,92,15,103,7,2,,,,
volks_0244,Volkskrant,Opgeluchte EU moet toch veranderen,2017-05-08,ten eerste,5,815,MARC PEEPERKORN,14,7,,,,21,44,328,887,9,559,62,82,39,44,97,236,18,32,23,143,9,99,3,6,3,,,
volks_0246,Volkskrant,Voorwaarts!,2017-05-09,ten eerste,2,579,,6,1,,,,7,33,321,669,5,348,33,84,49,42,72,144,20,38,20,69,7,82,9,4,1,,,
volks_0247,Volkskrant,"Nog even over die wandeling van Emmanuel Macron naar zijn speech: die duurde dus maar liefst 3,5 minuten",2017-05-09,v opening,3,870,WIETEKE VAN ZEIL,12,2,,,,14,67,420,999,4,579,56,114,60,45,91,228,25,84,20,124,18,130,4,2,2,,,
volks_0248,Volkskrant,Franse pers opgelucht en bezorgd tegelijk,2017-05-09,ten eerste,4,1025,DOOR PETER GIESEN,10,,,,,10,59,471,1163,1,692,72,119,57,52,107,262,15,88,47,156,22,163,3,1,,,,
volks_0249,Volkskrant,VS dreigen EU met sancties bij te harde aanpak Britten,2017-05-12,ten eerste,15,607,JEROEN VAN WENSEN,3,3,,2,5,13,31,273,635,7,362,25,66,36,39,79,158,9,35,11,69,10,90,8,2,3,,1,1
volks_0250,Volkskrant,Een elite van huursoldaten,2017-05-13,opinie zaterdag,5,939,MARTIN SOMMER,5,5,,,1,11,95,476,1039,7,563,50,93,89,48,102,227,9,93,23,136,13,149,7,4,2,,,1
volks_0251,Volkskrant,Weerloos tegen de zwarte dozen,2017-05-13,sir edmund,54,1085,LAURENS VERHAGEN,1,,,1,,2,80,548,1157,2,609,94,121,70,67,116,224,12,95,15,118,21,174,30,1,,,1,
volks_0252,Volkskrant,Het groentje en de veteraan aan zet in EU,2017-05-16,ten eerste,9,510,STERRE LINDHOUT,8,3,,,,11,29,235,563,4,328,36,58,21,30,59,142,16,37,16,60,9,75,4,2,2,,,
volks_0253,Volkskrant,Sluiten handelsverdragen simpeler,2017-05-17,ten eerste,20,538,MARC PEEPERKORN,10,2,,,,12,26,252,550,7,298,37,73,36,26,65,132,7,22,6,61,10,68,7,6,1,,,
volks_0254,Volkskrant,"'Eerste fotoboek', vol raadselachtige wieren",2017-05-18,ten eerste,3,804,DOOR STEFAN KUIPER,,,,,,,68,351,911,0,560,61,85,62,37,89,205,30,61,32,133,12,100,4,,,,,
volks_0255,Volkskrant,'We moeten heel anders kijken naar globalisering',2017-05-18,ten eerste,10,1312,DOOR MARC PEEPERKORN,11,4,,,1,16,107,651,1476,9,825,104,144,109,74,120,296,30,127,19,198,25,220,10,7,1,,,1
volks_0256,Volkskrant,Moet Amsterdam de fat cats binnenhalen?,2017-05-18,economie,31,501,PETER DE WAARD,3,4,,3,2,12,24,249,525,7,276,35,64,38,30,47,115,6,34,10,42,10,88,6,2,3,,1,1
volks_0257,Volkskrant,'Team Theresa' wacht een monsterzege,2017-05-19,ten eerste,14,744,PATRICK VAN IJZENDOORN,3,,,,,3,50,329,797,3,468,46,86,54,24,84,199,15,49,23,88,15,108,6,3,,,,
volks_0258,Volkskrant,Dankzij het populisme maakt het weer uit op wie je stemt,2017-05-20,opinie zaterdag,6,2089,MARTIN SOMMER,18,13,,1,,32,195,1200,2445,19,1245,140,223,204,139,201,463,38,240,30,300,35,395,37,13,5,,1,
volks_0259,Volkskrant,Het populisme blijft hangen in chagrijn,2017-05-20,zaterdag,8,756,PAUL BRILL,7,,,,,7,50,355,794,6,439,55,95,57,38,82,169,14,47,17,70,13,125,12,6,,,,
volks_0260,Volkskrant,Klopjacht op netwerk Manchester-terrorist,2017-05-26,ten eerste,1,558,PATRICK VAN IJZENDOORN,1,3,,,7,11,32,255,589,5,334,30,71,36,28,64,147,16,30,18,58,10,79,2,1,3,,,1
volks_0261,Volkskrant,Boven Trump en Navo blijft vraagteken hangen,2017-05-26,ten eerste,8,707,ARIE ELSHOUT,5,2,,,,7,47,348,756,6,408,49,77,43,43,76,178,7,54,10,76,11,130,2,4,2,,,
volks_0262,Volkskrant,Het onontkoombare Engels,2017-05-27,opinie zaterdag,5,901,MARTIN SOMMER,3,,,3,,6,69,425,969,5,544,83,104,67,35,112,187,13,60,6,137,15,140,10,2,,,3,
volks_0263,Volkskrant,Pond daalt scherp vanwege opmars Labour,2017-05-27,economie,17,295,,,,,,,,17,157,320,0,163,14,43,27,15,50,80,9,10,2,29,3,35,3,,,,,
volks_0264,Volkskrant,De Amerikaanse journalist James Kirchik schetst een zeer indringend maar ook eenzijdig beeld van Europa.,2017-05-27,sir edmund,26,767,THOMAS VON DER DUNK,9,2,,,,11,43,324,796,8,472,78,94,45,40,78,182,22,49,7,83,14,99,5,6,2,,,
